loan_id,gender,married,dependents,self_employed,income,loan_amount,term,credit_history,property_area,status,income_num,loan_amount_num,status_int
ID1275,male,no,3,no,"$8,108.70","$37,757.85",120,1,rural,Y,8108.7,37757.85,1
ID1276,male,yes,1,yes,"$2,291.80","$9,110.67",48,1,rural,Y,2291.8,9110.67,1
ID1277,female,no,1,no,"$4,186.92","$10,127.30",36,0,rural,N,4186.92,10127.3,0
ID1278,female,yes,2,no,"$7,219.79","$20,422.11",180,1,urban,Y,7219.79,20422.11,1
ID1279,male,no,1,no,"$5,515.32","$14,575.48",60,0,urban,N,5515.32,14575.48,0
ID1280,female,yes,0,no,"$5,242.69","$28,065.32",120,0,urban,N,5242.69,28065.32,0
ID1281,female,yes,1,yes,"$5,315.97","$23,526.71",36,0,urban,N,5315.97,23526.71,0
ID1282,male,no,1,yes,"$3,162.27","$6,434.75",180,1,urban,Y,3162.27,6434.75,1
ID1283,female,yes,2,no,"$5,971.07","$15,774.74",180,1,urban,Y,5971.07,15774.74,1
ID1284,female,yes,0,no,"$8,920.42","$56,262.86",36,1,rural,Y,8920.42,56262.86,1
ID1285,male,yes,2,yes,"$3,674.12","$4,301.40",120,1,rural,Y,3674.12,4301.4,1
ID1286,male,yes,0,no,"$4,958.38","$18,026.67",60,1,urban,Y,4958.38,18026.67,1
ID1287,female,no,0,no,"$6,045.17","$9,380.39",180,1,urban,Y,6045.17,9380.39,1
ID1288,male,yes,0,no,"$5,624.49","$14,768.68",120,1,urban,Y,5624.49,14768.68,1
ID1289,male,yes,3,no,"$6,411.56","$24,658.98",36,1,urban,Y,6411.56,24658.98,1
ID1290,male,yes,0,no,"$3,782.58","$9,830.18",24,1,urban,Y,3782.58,9830.18,1
ID1291,male,no,0,no,"$6,403.08","$21,954.31",48,0,urban,N,6403.08,21954.31,0
ID1292,female,yes,2,no,"$4,128.87","$22,590.85",240,0,urban,N,4128.87,22590.85,0
ID1293,female,yes,2,yes,"$4,694.29","$22,467.52",180,1,rural,Y,4694.29,22467.52,1
ID1294,male,yes,0,no,"$3,310.80","$8,063.44",24,0,rural,N,3310.8,8063.44,0
ID1295,female,no,2,no,"$6,705.32","$32,931.65",60,0,urban,N,6705.32,32931.65,0
ID1296,female,yes,0,no,"$2,883.88","$18,547.99",48,0,urban,N,2883.88,18547.99,0
ID1297,male,no,1,no,"$4,159.36","$6,777.70",60,0,urban,N,4159.36,6777.7,0
ID1298,female,yes,1,no,"$6,793.21","$25,997.77",48,1,urban,Y,6793.21,25997.77,1
ID1299,female,no,1,yes,"$6,214.40","$28,999.03",60,1,urban,Y,6214.4,28999.03,1
ID1300,male,no,0,no,"$3,930.65","$4,788.27",120,0,rural,N,3930.65,4788.27,0
ID1301,male,no,2,yes,"$9,504.90","$51,014.80",60,1,urban,Y,9504.9,51014.8,1
ID1302,male,yes,3,no,"$4,917.86","$8,455.51",360,0,urban,N,4917.86,8455.51,0
ID1303,female,yes,3,no,"$8,165.37","$41,480.01",60,1,urban,Y,8165.37,41480.01,1
ID1304,male,yes,3,no,"$10,682.12","$35,121.57",36,0,urban,N,10682.12,35121.57,0
ID1305,female,yes,2,no,"$6,251.56","$16,246.98",120,0,rural,N,6251.56,16246.98,0
ID1306,female,no,2,no,"$4,710.25","$17,283.24",48,1,urban,Y,4710.25,17283.24,1
ID1307,female,yes,2,no,"$9,056.05","$16,116.53",12,0,urban,N,9056.05,16116.53,0
ID1308,male,no,0,no,"$6,776.73","$7,740.43",180,0,urban,N,6776.73,7740.43,0
ID1309,male,no,2,no,"$2,150.23","$5,552.50",180,1,rural,Y,2150.23,5552.5,1
ID1310,female,yes,4,no,"$8,411.41","$47,449.67",240,1,urban,Y,8411.41,47449.67,1
ID1311,female,no,2,no,"$9,139.10","$43,960.84",36,0,urban,N,9139.1,43960.84,0
ID1312,male,yes,1,no,"$6,000.11","$29,776.45",48,1,urban,Y,6000.11,29776.45,1
ID1313,male,yes,0,no,"$5,406.91","$29,099.65",48,1,urban,Y,5406.91,29099.65,1
ID1314,male,yes,0,no,"$3,670.27","$10,393.54",48,1,urban,Y,3670.27,10393.54,1
ID1315,male,no,1,no,"$3,545.07","$15,822.30",120,0,rural,N,3545.07,15822.3,0
ID1316,female,yes,3,no,"$8,187.30","$28,434.01",180,1,urban,Y,8187.3,28434.01,1
ID1317,female,yes,1,no,"$5,664.85","$26,855.31",24,0,urban,N,5664.85,26855.31,0
ID1318,female,yes,0,no,"$10,032.80","$51,894.29",360,0,rural,N,10032.8,51894.29,0
ID1319,male,yes,0,yes,"$5,927.93","$18,664.11",48,1,rural,Y,5927.93,18664.11,1
ID1320,male,yes,2,no,"$8,860.36","$12,133.42",120,1,urban,Y,8860.36,12133.42,1
ID1321,male,no,0,yes,"$4,332.26","$17,193.70",60,1,rural,Y,4332.26,17193.7,1
ID1322,male,no,1,no,"$7,294.79","$29,776.43",360,1,urban,Y,7294.79,29776.43,1
ID1323,male,yes,1,no,"$4,479.50","$17,249.65",120,1,rural,Y,4479.5,17249.65,1
ID1324,male,no,0,no,"$5,805.46","$8,788.66",24,0,rural,N,5805.46,8788.66,0
ID1325,male,yes,0,no,"$8,649.65","$38,371.33",60,1,urban,Y,8649.65,38371.33,1
ID1326,female,yes,1,no,"$4,276.09","$14,623.10",180,1,urban,Y,4276.09,14623.1,1
ID1327,male,no,3,no,"$5,772.73","$32,949.07",120,1,urban,Y,5772.73,32949.07,1
ID1328,male,yes,0,no,"$2,587.52","$10,975.90",12,1,urban,Y,2587.52,10975.9,1
ID1329,female,no,1,no,"$7,688.65","$40,864.38",48,1,rural,Y,7688.65,40864.38,1
ID1330,male,yes,1,no,"$6,112.19","$21,250.15",60,1,urban,Y,6112.19,21250.15,1
ID1331,female,no,4,no,"$3,600.54","$10,958.65",24,1,urban,Y,3600.54,10958.65,1
ID1332,male,no,1,no,"$9,522.30","$37,142.13",120,1,urban,Y,9522.3,37142.13,1
ID1333,female,yes,1,no,"$11,293.32","$34,811.58",60,1,urban,Y,11293.32,34811.58,1
ID1334,male,yes,3,no,"$5,509.07","$7,683.92",36,1,urban,Y,5509.07,7683.92,1
ID1335,male,yes,1,no,"$12,980.73","$47,516.14",60,1,urban,Y,12980.73,47516.14,1
ID1336,male,no,0,yes,"$6,103.31","$7,783.81",60,1,urban,Y,6103.31,7783.81,1
ID1337,male,no,1,no,"$6,547.01","$22,872.02",36,1,urban,Y,6547.01,22872.02,1
ID1338,female,yes,3,no,"$2,672.98","$13,483.63",48,0,rural,N,2672.98,13483.63,0
ID1339,male,yes,0,no,"$9,629.51","$17,367.06",60,1,urban,Y,9629.51,17367.06,1
ID1340,male,yes,0,no,"$5,413.98","$30,465.65",120,1,urban,Y,5413.98,30465.65,1
ID1341,female,no,1,no,"$1,912.54","$5,948.34",180,1,urban,Y,1912.54,5948.34,1
ID1342,female,no,2,yes,"$5,041.92","$27,288.60",120,1,urban,Y,5041.92,27288.6,1
ID1343,male,yes,2,no,"$2,559.61","$14,799.87",48,1,urban,Y,2559.61,14799.87,1
ID1344,male,yes,2,no,"$5,383.06","$12,872.55",60,0,urban,N,5383.06,12872.55,0
ID1345,male,no,2,no,"$4,795.30","$10,403.61",36,1,urban,Y,4795.3,10403.61,1
ID1346,male,yes,2,no,"$5,214.51","$7,359.88",48,0,urban,N,5214.51,7359.88,0
ID1347,male,no,1,no,"$6,671.15","$31,119.76",36,1,rural,Y,6671.15,31119.76,1
ID1348,male,yes,1,no,"$4,559.86","$17,692.59",120,1,urban,Y,4559.86,17692.59,1
ID1349,male,yes,0,no,"$9,016.80","$18,548.66",120,1,rural,Y,9016.8,18548.66,1
ID1350,female,yes,1,yes,"$9,712.56","$62,243.45",120,1,urban,Y,9712.56,62243.45,1
ID1351,female,no,4,no,"$4,055.43","$15,707.03",360,1,urban,Y,4055.43,15707.03,1
ID1352,female,yes,0,no,"$10,391.42","$62,389.52",48,1,rural,Y,10391.42,62389.52,1
ID1353,female,no,3,no,"$7,905.14","$18,721.59",36,1,urban,Y,7905.14,18721.59,1
ID1354,male,yes,3,no,"$8,581.74","$31,581.91",24,1,urban,Y,8581.74,31581.91,1
ID1355,male,no,3,no,"$8,593.09","$36,197.44",48,0,urban,N,8593.09,36197.44,0
ID1356,female,yes,1,no,"$7,302.35","$7,497.07",120,1,urban,Y,7302.35,7497.07,1
ID1357,female,yes,1,no,"$5,194.37","$19,598.69",48,1,urban,Y,5194.37,19598.69,1
ID1358,female,yes,3,no,"$5,933.98","$14,731.19",36,1,urban,Y,5933.98,14731.19,1
ID1359,male,yes,0,no,"$3,339.56","$19,204.34",360,0,urban,N,3339.56,19204.34,0
ID1360,female,no,0,no,"$6,431.71","$23,460.83",180,1,urban,Y,6431.71,23460.83,1
ID1361,male,yes,1,no,"$3,179.65","$6,182.50",120,1,rural,Y,3179.65,6182.5,1
ID1362,male,no,1,no,"$3,515.81","$6,698.05",36,1,rural,Y,3515.81,6698.05,1
ID1363,male,no,1,no,"$4,045.52","$9,986.55",48,1,urban,Y,4045.52,9986.55,1
ID1364,male,yes,3,no,"$5,070.24","$25,678.91",12,0,urban,N,5070.24,25678.91,0
ID1365,female,no,0,no,"$10,508.13","$33,617.10",12,1,urban,Y,10508.13,33617.1,1
ID1366,male,yes,0,no,"$4,188.43","$7,122.02",120,1,rural,Y,4188.43,7122.02,1
ID1367,male,no,3,no,"$5,742.01","$36,910.88",60,0,urban,N,5742.01,36910.88,0
ID1368,male,yes,1,no,"$6,428.74","$25,738.93",48,1,urban,Y,6428.74,25738.93,1
ID1369,male,yes,0,no,"$8,282.49","$8,339.71",60,0,urban,N,8282.49,8339.71,0
ID1370,female,yes,0,no,"$2,996.34","$12,349.49",60,1,urban,Y,2996.34,12349.49,1
ID1371,male,no,1,no,"$2,341.69","$12,913.76",240,1,urban,Y,2341.69,12913.76,1
ID1372,male,no,2,no,"$3,516.32","$8,772.65",120,1,rural,Y,3516.32,8772.65,1
ID1373,male,yes,0,no,"$2,942.12","$6,687.59",120,1,urban,Y,2942.12,6687.59,1
ID1374,male,yes,0,no,"$7,695.67","$48,692.62",240,1,rural,Y,7695.67,48692.62,1
ID1375,female,yes,1,no,"$7,340.11","$17,353.10",180,0,rural,N,7340.11,17353.1,0
ID1376,male,no,0,no,"$11,142.34","$30,310.47",120,1,rural,Y,11142.34,30310.47,1
ID1377,female,yes,3,no,"$7,874.68","$35,669.20",36,1,urban,Y,7874.68,35669.2,1
ID1378,male,yes,0,no,"$8,346.15","$25,494.88",120,1,urban,Y,8346.15,25494.88,1
ID1379,male,yes,1,no,"$11,589.05","$26,333.62",36,1,rural,Y,11589.05,26333.62,1
ID1380,female,no,2,no,"$4,846.25","$17,917.10",240,1,urban,Y,4846.25,17917.1,1
ID1381,male,no,0,no,"$1,966.61","$8,038.49",240,1,urban,Y,1966.61,8038.49,1
ID1382,male,yes,0,no,"$4,904.24","$28,407.89",12,1,urban,Y,4904.24,28407.89,1
ID1383,male,no,2,no,"$5,476.85","$15,222.70",120,1,urban,Y,5476.85,15222.7,1
ID1384,male,yes,0,no,"$3,517.82","$14,706.28",36,0,urban,N,3517.82,14706.28,0
ID1385,female,yes,2,no,"$3,534.76","$4,987.40",240,1,urban,Y,3534.76,4987.4,1
ID1386,male,yes,3,no,"$7,729.59","$10,488.96",24,1,urban,Y,7729.59,10488.96,1
ID1387,female,no,0,no,"$5,650.05","$11,124.85",120,1,urban,Y,5650.05,11124.85,1
ID1388,male,yes,1,no,"$7,841.67","$25,287.67",36,1,urban,Y,7841.67,25287.67,1
ID1389,male,no,1,no,"$4,433.97","$15,024.58",180,0,urban,N,4433.97,15024.58,0
ID1390,female,yes,0,no,"$10,483.44","$53,008.52",60,1,rural,Y,10483.44,53008.52,1
ID1391,female,yes,4,no,"$12,252.67","$50,023.48",48,1,urban,Y,12252.67,50023.48,1
ID1392,female,yes,0,no,"$5,974.12","$8,831.81",180,1,urban,Y,5974.12,8831.81,1
ID1393,female,no,2,no,"$7,768.97","$33,539.47",240,0,urban,N,7768.97,33539.47,0
ID1394,female,yes,0,yes,"$8,367.47","$49,080.19",240,1,rural,Y,8367.47,49080.19,1
ID1395,female,yes,0,no,"$2,546.86","$9,661.64",36,1,urban,Y,2546.86,9661.64,1
ID1396,male,no,1,no,"$4,066.01","$6,934.77",60,1,urban,Y,4066.01,6934.77,1
ID1397,female,yes,1,yes,"$3,954.75","$14,678.21",60,0,urban,N,3954.75,14678.21,0
ID1398,male,yes,2,no,"$5,023.74","$21,649.65",48,0,urban,N,5023.74,21649.65,0
ID1399,male,no,1,no,"$3,798.11","$21,913.54",180,1,urban,Y,3798.11,21913.54,1
ID1400,male,no,3,no,"$6,508.36","$7,083.05",60,1,rural,Y,6508.36,7083.05,1
ID1401,female,yes,1,no,"$2,193.82","$9,319.67",12,1,urban,Y,2193.82,9319.67,1
ID1402,male,yes,0,no,"$4,887.97","$22,890.19",240,1,urban,Y,4887.97,22890.19,1
ID1403,male,no,2,no,"$3,501.55","$13,859.14",240,0,urban,N,3501.55,13859.14,0
ID1404,male,yes,3,yes,"$4,450.16","$12,975.96",36,1,urban,Y,4450.16,12975.96,1
ID1405,female,yes,4,no,"$5,833.81","$35,119.93",36,1,rural,Y,5833.81,35119.93,1
ID1406,male,yes,4,no,"$4,341.30","$26,442.44",360,1,urban,Y,4341.3,26442.44,1
ID1407,female,yes,0,no,"$3,335.70","$5,746.83",60,0,rural,N,3335.7,5746.83,0
ID1408,female,yes,3,no,"$1,800.00","$9,498.70",120,1,urban,Y,1800.0,9498.7,1
ID1409,male,yes,1,no,"$2,494.77","$4,994.46",36,0,rural,N,2494.77,4994.46,0
ID1410,female,yes,1,no,"$3,882.03","$14,724.97",60,1,urban,Y,3882.03,14724.97,1
ID1411,female,yes,3,no,"$4,238.41","$22,183.24",360,1,urban,Y,4238.41,22183.24,1
ID1412,female,no,3,no,"$3,960.16","$20,225.61",24,1,urban,Y,3960.16,20225.61,1
ID1413,male,yes,2,no,"$8,730.55","$49,103.55",60,0,urban,N,8730.55,49103.55,0
ID1414,female,yes,1,no,"$6,115.56","$19,600.04",48,1,urban,Y,6115.56,19600.04,1
ID1415,female,yes,1,no,"$4,808.11","$25,733.22",36,1,urban,Y,4808.11,25733.22,1
ID1416,female,yes,1,no,"$6,756.02","$16,014.90",60,1,urban,Y,6756.02,16014.9,1
ID1417,female,no,2,yes,"$4,404.17","$23,877.72",60,1,urban,Y,4404.17,23877.72,1
ID1418,female,yes,1,no,"$6,357.61","$12,516.91",240,1,rural,Y,6357.61,12516.91,1
ID1419,male,yes,2,no,"$3,849.52","$9,190.90",120,1,urban,Y,3849.52,9190.9,1
ID1420,female,yes,0,no,"$5,327.92","$23,147.54",24,1,urban,Y,5327.92,23147.54,1
ID1421,female,yes,1,no,"$6,218.86","$29,364.59",240,1,urban,Y,6218.86,29364.59,1
ID1422,male,no,0,no,"$7,262.69","$39,221.54",120,1,urban,Y,7262.69,39221.54,1
ID1423,male,yes,3,yes,"$4,975.41","$20,223.34",60,1,urban,Y,4975.41,20223.34,1
ID1424,male,no,0,no,"$6,060.96","$27,319.39",120,1,urban,Y,6060.96,27319.39,1
ID1425,male,no,3,no,"$4,080.64","$12,061.27",360,1,urban,Y,4080.64,12061.27,1
ID1426,female,yes,1,no,"$6,138.32","$33,573.79",240,1,urban,Y,6138.32,33573.79,1
ID1427,male,yes,1,no,"$2,462.63","$9,401.67",48,1,urban,Y,2462.63,9401.67,1
ID1428,male,no,0,no,"$3,783.74","$17,983.18",48,1,urban,Y,3783.74,17983.18,1
ID1429,female,no,1,no,"$3,050.96","$15,706.90",60,1,rural,Y,3050.96,15706.9,1
ID1430,male,no,0,no,"$10,184.66","$43,965.97",60,1,urban,Y,10184.66,43965.97,1
ID1431,female,no,0,yes,"$3,800.83","$8,282.11",360,1,urban,Y,3800.83,8282.11,1
ID1432,male,no,2,no,"$5,354.72","$33,034.91",36,1,urban,Y,5354.72,33034.91,1
ID1433,female,no,0,no,"$6,436.91","$22,856.41",120,0,rural,N,6436.91,22856.41,0
ID1434,female,yes,3,no,"$5,354.51","$25,041.30",60,1,urban,Y,5354.51,25041.3,1
ID1435,female,yes,3,no,"$4,284.22","$7,720.90",36,1,urban,Y,4284.22,7720.9,1
ID1436,male,no,1,no,"$2,157.15","$5,049.48",48,1,urban,Y,2157.15,5049.48,1
ID1437,female,yes,1,yes,"$5,132.56","$22,086.16",120,1,urban,Y,5132.56,22086.16,1
ID1438,female,yes,0,no,"$14,686.95","$52,675.07",180,1,rural,Y,14686.95,52675.07,1
ID1439,female,no,1,no,"$5,312.06","$30,898.01",48,1,urban,Y,5312.06,30898.01,1
ID1440,female,yes,2,no,"$5,299.21","$15,590.94",60,0,rural,N,5299.21,15590.94,0
ID1441,male,no,1,yes,"$7,725.94","$41,946.52",120,0,urban,N,7725.94,41946.52,0
ID1442,male,yes,1,no,"$2,840.38","$15,291.25",120,1,rural,Y,2840.38,15291.25,1
ID1443,female,yes,0,no,"$6,149.13","$21,957.32",120,0,urban,N,6149.13,21957.32,0
ID1444,female,yes,4,yes,"$7,706.13","$36,090.36",60,0,urban,N,7706.13,36090.36,0
ID1445,female,no,3,no,"$3,086.49","$13,023.53",60,1,urban,Y,3086.49,13023.53,1
ID1446,female,yes,1,no,"$4,819.81","$31,441.66",12,0,urban,N,4819.81,31441.66,0
ID1447,male,yes,1,no,"$8,094.58","$47,292.03",240,1,urban,Y,8094.58,47292.03,1
ID1448,female,yes,0,no,"$6,983.99","$21,853.70",36,1,urban,Y,6983.99,21853.7,1
ID1449,female,yes,4,no,"$5,400.66","$7,763.46",360,1,urban,Y,5400.66,7763.46,1
ID1450,male,yes,2,no,"$5,589.97","$16,568.29",60,1,urban,Y,5589.97,16568.29,1
ID1451,female,yes,3,no,"$5,818.53","$24,230.49",360,1,urban,Y,5818.53,24230.49,1
ID1452,male,yes,2,yes,"$5,340.83","$7,791.41",240,0,rural,N,5340.83,7791.41,0
ID1453,female,no,0,no,"$3,250.51","$11,716.21",180,1,rural,Y,3250.51,11716.21,1
ID1454,male,no,1,no,"$11,133.94","$14,545.34",60,1,rural,Y,11133.94,14545.34,1
ID1455,male,yes,4,no,"$2,865.83","$7,242.15",240,1,urban,Y,2865.83,7242.15,1
ID1456,male,no,0,yes,"$3,380.55","$8,226.45",180,1,urban,Y,3380.55,8226.45,1
ID1457,male,no,3,no,"$3,377.43","$7,774.93",180,1,urban,Y,3377.43,7774.93,1
ID1458,female,yes,2,no,"$3,852.08","$10,245.41",60,0,urban,N,3852.08,10245.41,0
ID1459,female,yes,1,no,"$10,005.35","$63,877.60",120,1,urban,Y,10005.35,63877.6,1
ID1460,male,no,1,no,"$8,337.28","$12,624.98",48,0,urban,N,8337.28,12624.98,0
ID1461,male,no,2,no,"$3,667.39","$14,847.56",36,1,urban,Y,3667.39,14847.56,1
ID1462,female,yes,0,yes,"$4,470.17","$6,609.37",12,1,urban,Y,4470.17,6609.37,1
ID1463,female,no,4,no,"$7,545.86","$45,542.45",120,1,rural,Y,7545.86,45542.45,1
ID1464,female,no,2,no,"$21,991.43","$74,071.23",48,0,urban,N,21991.43,74071.23,0
ID1465,female,yes,0,yes,"$4,793.71","$11,757.58",360,1,rural,Y,4793.71,11757.58,1
ID1466,male,no,1,no,"$7,171.72","$43,798.55",120,1,urban,Y,7171.72,43798.55,1
ID1467,male,yes,1,no,"$2,588.42","$12,187.24",360,0,urban,N,2588.42,12187.24,0
ID1468,female,no,1,no,"$4,007.71","$21,599.78",180,1,rural,Y,4007.71,21599.78,1
ID1469,male,no,2,no,"$3,905.67","$17,677.15",60,0,urban,N,3905.67,17677.15,0
ID1470,male,yes,4,yes,"$6,317.45","$19,752.67",24,0,urban,N,6317.45,19752.67,0
ID1471,female,no,1,no,"$6,793.56","$34,099.11",36,1,urban,Y,6793.56,34099.11,1
ID1472,male,yes,1,no,"$6,981.23","$41,125.03",120,0,urban,N,6981.23,41125.03,0
ID1473,female,no,0,yes,"$6,576.34","$8,166.25",36,1,urban,Y,6576.34,8166.25,1
ID1474,female,yes,0,no,"$5,439.94","$29,903.97",48,1,rural,Y,5439.94,29903.97,1
ID1475,female,no,2,no,"$14,360.04","$40,958.30",120,1,rural,Y,14360.04,40958.3,1
ID1476,male,yes,2,no,"$10,986.60","$11,515.66",180,0,urban,N,10986.6,11515.66,0
ID1477,male,yes,0,no,"$15,614.38","$33,145.32",120,1,rural,Y,15614.38,33145.32,1
ID1478,female,yes,3,no,"$5,490.41","$29,504.19",120,1,urban,Y,5490.41,29504.19,1
ID1479,male,yes,0,no,"$8,522.57","$45,209.43",48,1,urban,Y,8522.57,45209.43,1
ID1480,male,yes,2,no,"$2,578.55","$11,853.63",24,1,rural,Y,2578.55,11853.63,1
ID1481,male,yes,2,no,"$8,438.07","$50,697.98",36,1,urban,Y,8438.07,50697.98,1
ID1482,female,yes,0,no,"$4,739.50","$27,802.63",180,0,urban,N,4739.5,27802.63,0
ID1483,male,yes,1,no,"$5,196.76","$26,086.64",36,0,urban,N,5196.76,26086.64,0
ID1484,female,yes,0,no,"$9,080.70","$26,313.78",36,1,urban,Y,9080.7,26313.78,1
ID1485,female,no,1,no,"$9,433.50","$40,531.20",360,0,urban,N,9433.5,40531.2,0
ID1486,male,no,2,no,"$11,538.75","$48,412.83",36,1,urban,Y,11538.75,48412.83,1
ID1487,female,yes,1,no,"$5,081.03","$17,843.41",180,1,urban,Y,5081.03,17843.41,1
ID1488,female,yes,2,no,"$6,234.49","$16,703.94",60,1,urban,Y,6234.49,16703.94,1
ID1489,female,no,0,no,"$3,884.81","$13,902.29",60,0,rural,N,3884.81,13902.29,0
ID1490,female,yes,3,no,"$6,450.42","$9,137.72",180,1,urban,Y,6450.42,9137.72,1
ID1491,female,yes,4,no,"$4,188.37","$8,161.07",48,1,rural,Y,4188.37,8161.07,1
ID1492,male,no,0,no,"$4,186.69","$26,666.46",120,1,urban,Y,4186.69,26666.46,1
ID1493,female,yes,0,no,"$3,286.93","$12,919.24",60,1,urban,Y,3286.93,12919.24,1
ID1494,female,no,1,no,"$9,610.14","$57,895.45",24,0,urban,N,9610.14,57895.45,0
ID1495,female,yes,0,no,"$5,740.79","$36,904.08",48,0,urban,N,5740.79,36904.08,0
ID1496,male,yes,1,no,"$7,993.53","$36,737.84",360,1,urban,Y,7993.53,36737.84,1
ID1497,male,no,0,no,"$5,175.94","$28,011.78",36,0,urban,N,5175.94,28011.78,0
ID1498,male,yes,4,no,"$5,280.04","$26,266.20",240,1,urban,Y,5280.04,26266.2,1
ID1499,female,no,2,no,"$3,275.27","$7,954.64",36,1,urban,Y,3275.27,7954.64,1
ID1500,female,yes,0,no,"$3,787.92","$12,279.41",240,1,urban,Y,3787.92,12279.41,1
ID1501,male,yes,0,yes,"$3,534.42","$9,170.49",60,0,rural,N,3534.42,9170.49,0
ID1502,female,yes,0,no,"$9,476.98","$16,550.10",240,1,rural,Y,9476.98,16550.1,1
ID1503,male,yes,3,no,"$7,146.55","$44,574.11",48,1,urban,Y,7146.55,44574.11,1
ID1504,male,yes,1,no,"$3,892.32","$24,446.82",120,1,urban,Y,3892.32,24446.82,1
ID1505,male,yes,3,no,"$7,547.68","$41,457.80",360,1,urban,Y,7547.68,41457.8,1
ID1506,female,no,1,no,"$3,674.42","$21,505.81",60,1,urban,Y,3674.42,21505.81,1
ID1507,male,no,2,yes,"$4,740.65","$24,744.20",120,0,urban,N,4740.65,24744.2,0
ID1508,male,yes,1,yes,"$3,901.16","$4,335.66",60,0,rural,N,3901.16,4335.66,0
ID1509,male,no,3,no,"$4,849.53","$11,349.81",120,0,urban,N,4849.53,11349.81,0
ID1510,male,no,0,no,"$11,812.34","$57,591.54",60,1,urban,Y,11812.34,57591.54,1
ID1511,male,yes,3,no,"$7,710.47","$19,259.69",36,1,urban,Y,7710.47,19259.69,1
ID1512,female,yes,0,no,"$7,075.14","$36,824.86",36,1,rural,Y,7075.14,36824.86,1
ID1513,female,no,2,no,"$2,616.35","$2,702.02",180,1,urban,Y,2616.35,2702.02,1
ID1514,male,yes,0,no,"$4,218.45","$18,644.44",240,1,urban,Y,4218.45,18644.44,1
ID1515,female,yes,1,no,"$10,306.31","$30,969.31",48,1,urban,Y,10306.31,30969.31,1
ID1516,female,yes,2,no,"$7,516.01","$13,250.02",240,1,rural,Y,7516.01,13250.02,1
ID1517,male,yes,0,no,"$13,178.94","$20,665.77",24,1,rural,Y,13178.94,20665.77,1
ID1518,male,yes,0,no,"$13,567.87","$28,743.02",240,1,urban,Y,13567.87,28743.02,1
ID1519,male,yes,0,no,"$4,781.78","$24,239.04",60,0,rural,N,4781.78,24239.04,0
ID1520,female,yes,1,yes,"$16,274.07","$35,266.68",36,1,urban,Y,16274.07,35266.68,1
ID1521,female,yes,1,no,"$4,590.98","$10,299.43",48,1,rural,Y,4590.98,10299.43,1
ID1522,female,yes,0,yes,"$5,758.75","$9,286.99",48,1,rural,Y,5758.75,9286.99,1
ID1523,female,yes,4,no,"$7,713.17","$43,992.61",24,1,urban,Y,7713.17,43992.61,1
ID1524,female,yes,4,no,"$6,287.20","$20,241.79",36,1,urban,Y,6287.2,20241.79,1
ID1525,male,no,4,yes,"$6,998.62","$29,688.30",120,1,rural,Y,6998.62,29688.3,1
ID1526,female,no,1,no,"$5,409.68","$8,489.55",180,1,urban,Y,5409.68,8489.55,1
ID1527,male,no,0,yes,"$4,146.68","$18,526.90",36,1,urban,Y,4146.68,18526.9,1
ID1528,male,no,2,no,"$5,444.22","$31,623.02",48,1,urban,Y,5444.22,31623.02,1
ID1529,female,yes,1,no,"$4,609.27","$18,896.18",24,1,urban,Y,4609.27,18896.18,1
ID1530,male,no,1,yes,"$2,174.56","$10,493.35",120,1,rural,Y,2174.56,10493.35,1
ID1531,male,no,1,no,"$6,323.21","$17,499.63",360,0,urban,N,6323.21,17499.63,0
ID1532,male,no,0,no,"$4,801.76","$14,287.86",48,0,urban,N,4801.76,14287.86,0
ID1533,female,yes,2,no,"$4,381.48","$12,265.08",12,1,rural,Y,4381.48,12265.08,1
ID1534,female,yes,3,no,"$10,048.21","$42,093.15",60,1,urban,Y,10048.21,42093.15,1
ID1535,male,no,0,no,"$6,321.66","$23,787.20",60,1,rural,Y,6321.66,23787.2,1
ID1536,female,no,1,no,"$4,988.05","$7,375.54",180,0,urban,N,4988.05,7375.54,0
ID1537,male,yes,0,no,"$10,588.16","$58,184.87",48,1,urban,Y,10588.16,58184.87,1
ID1538,female,yes,1,no,"$17,254.78","$37,288.50",60,0,urban,N,17254.78,37288.5,0
ID1539,female,yes,3,no,"$4,888.22","$19,091.42",120,0,urban,N,4888.22,19091.42,0
ID1540,male,yes,2,no,"$3,725.71","$17,151.99",180,1,urban,Y,3725.71,17151.99,1
ID1541,female,yes,0,no,"$5,164.93","$23,803.28",60,0,urban,N,5164.93,23803.28,0
ID1542,male,yes,0,no,"$5,439.01","$7,796.07",240,1,urban,Y,5439.01,7796.07,1
ID1543,female,no,1,no,"$6,073.08","$37,737.96",360,1,urban,Y,6073.08,37737.96,1
ID1544,female,yes,0,no,"$3,924.02","$13,125.78",48,1,urban,Y,3924.02,13125.78,1
ID1545,male,no,1,no,"$4,301.19","$27,497.91",120,1,urban,Y,4301.19,27497.91,1
ID1546,female,yes,2,no,"$9,207.70","$57,698.96",120,0,urban,N,9207.7,57698.96,0
ID1547,female,yes,1,no,"$7,237.77","$41,958.29",240,1,rural,Y,7237.77,41958.29,1
ID1548,female,yes,4,no,"$4,246.58","$26,012.95",240,0,urban,N,4246.58,26012.95,0
ID1549,female,no,1,yes,"$10,461.36","$59,673.31",60,0,rural,N,10461.36,59673.31,0
ID1550,female,no,3,no,"$8,391.99","$29,509.57",180,1,urban,Y,8391.99,29509.57,1
